DATAFLOW,LAST UPDATE,freq,s_adj,indic,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2018-08,12864.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2018-09,15273.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2018-10,25270.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2018-11,35232.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2018-12,42858.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-01,49644.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-02,38614.000,p
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-03,32570.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-04,23460.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-05,21598.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-06,15050.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-07,15261.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-08,15142.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-09,18568.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-10,27609.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-11,34878.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2019-12,40602.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-01,46661.194,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-02,37666.968,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-03,35230.633,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-04,22303.127,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-05,19159.540,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-06,15866.677,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-07,16326.102,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-08,15482.923,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-09,16310.664,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-10,28747.733,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-11,39444.335,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2020-12,45295.447,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-01,49146.527,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-02,45075.609,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-03,41904.023,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-04,33801.223,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-05,22622.809,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-06,15893.749,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-07,15059.172,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-08,14264.344,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-09,16739.774,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-10,27034.296,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-11,37892.475,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2021-12,43343.115,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-01,43127.833,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-02,34254.179,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-03,34813.116,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-04,26575.006,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-05,15138.554,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-06,13159.737,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-07,11986.972,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-08,11984.760,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-09,15476.146,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-10,20707.109,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-CNG-TJ,CZ,2022-11,29921.442,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-01,573.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-02,627.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-03,571.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-04,723.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-05,685.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-06,667.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-07,566.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-08,687.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-09,834.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-10,697.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-11,753.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2008-12,726.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-01,574.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-02,595.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-03,656.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-04,531.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-05,517.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-06,548.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-07,666.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-08,713.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-09,640.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-10,553.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-11,631.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2009-12,563.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-01,583.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-02,547.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-03,585.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-04,661.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-05,686.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-06,623.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-07,751.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-08,708.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-09,662.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-10,634.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-11,665.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2010-12,622.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-01,563.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-02,566.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-03,510.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-04,558.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-05,614.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-06,696.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-07,704.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-08,684.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-09,239.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-10,579.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-11,617.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2011-12,595.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-01,546.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-02,550.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-03,559.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-04,482.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-05,542.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-06,658.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-07,692.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-08,640.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-09,574.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-10,576.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-11,608.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2012-12,647.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-01,555.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-02,529.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-03,534.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-04,570.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-05,605.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-06,447.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-07,630.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-08,643.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-09,469.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-10,449.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-11,553.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2013-12,568.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-01,540.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-02,500.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-03,610.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-04,573.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-05,677.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-06,667.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-07,673.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-08,661.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-09,682.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-10,584.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-11,577.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2014-12,627.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-01,549.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-02,585.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-03,619.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-04,593.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-05,728.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-06,658.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-07,714.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-08,605.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-09,582.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-10,519.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-11,472.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2015-12,508.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-01,488.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-02,488.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-03,453.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-04,298.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-05,375.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-06,423.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-07,355.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-08,303.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-09,389.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-10,487.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-11,614.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2016-12,652.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-01,622.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-02,583.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-03,720.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-04,637.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-05,681.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-06,702.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-07,697.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-08,692.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-09,704.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-10,687.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-11,516.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2017-12,573.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-01,588.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-02,633.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-03,609.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-04,343.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-05,561.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-06,636.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-07,733.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-08,663.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-09,614.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-10,685.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-11,671.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2018-12,703.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-01,549.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-02,630.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-03,607.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-04,559.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-05,399.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-06,691.000,p
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-07,743.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-08,736.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-09,795.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-10,744.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-11,676.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2019-12,609.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-01,641.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-02,518.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-03,549.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-04,284.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-05,218.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-06,309.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-07,653.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-08,523.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-09,638.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-10,666.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-11,636.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2020-12,539.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-01,474.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-02,454.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-03,508.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-04,543.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-05,536.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-06,529.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-07,644.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-08,649.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-09,590.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-10,731.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-11,562.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2021-12,621.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2022-01,636.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2022-02,556.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2022-03,457.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2022-04,492.000,
ESTAT:EI_ISEN_M(1.0),18/01/23 11:00:00,M,NSA,IS-ICO-T,CZ,2022-05,655.000,
